IncidentDetailSummary,Source,Subject
"Problemas con curso, no permite acceso por TEAMS
a usuaria: Elizabeth Caro Lopez

DGAESCI
Piso 8
ala sur A
MÓDULO: 08-109",Teléfono,"Problemas con curso, no permiste acceso por TEAMS"
liberar espacio en la unidad C inventario 44869,Ventanilla,liberar espacio en la unidad C
Sincronización de contraseña en Cifrado,Ventanilla,Sincronización de contraseña en Cifrado
Fijación de contraseña equipo 44570,Ventanilla,Fijación de contraseña equipo 44570
La usuaria Nancy Torres Madrigal no puede ver las auditorías que le corresponden,Correo-e,La usuaria Nancy Torres Madrigal no puede ver las auditorías que le corresponden
"Se solicita la reintegracion del dominio al equipo DELL LATITUDE E5540 con numero de inventario 38249, que pertence al usuario Leo Eduardo Molina Fuentes.",Ventanilla,Equipo 38249 Fuera de Dominio
"Solicito tu valioso apoyo para que sea revisado por el área de soporte técnico el equipo con numero de inventario 39493, bajo resguardo del L.C. Orlando Salazar Rodríguez, debido a que presenta fallas en su funcionamiento, y no abre las aplicaciones de Office, así como las institucionales (Outlook, Teams, etc..)",Correo-e,Solicitud de revisión equipo 39493
"No muestra el reloj de los días hábiles restantes del apartado de respuesta al requerimiento de información para la atención de acciones

Gobierno del Estado de Michoacán.",Teléfono,No se muestra el reloj de los días hábiles
"No se muestra el reloj de los días hábiles restantes en el apartado de respuesta al requerimiento de información para la atención de acciones.

Comisión Nacional de la Vivienda.",Teléfono,No se muestra el reloj de los días hábiles
Solicitamos de su ayuda ya que la Lic. Atzhiri Wendolyne Moreno Toral awmoreno@asf.gob.mx no puede realizar búsquedas.,Correo-e,no pueden realizar busquedas en sicsa
"Falla teclado equipo 51671 a nombre de Geovani Emir Barrera Serrano

Ubicación Edificio B Piso 2 Sede Coyoacán

Área Dirección General de Responsabilidades a los Recursos Federales en Estados y Municipios.",Teléfono,Falla teclado equipo 51671 a nombre de  Geovani Emir Barrera Serrano
"Corrección en asignación del personal auditoria 238

Alejandra Magaly Posada López

Roberto Carlos Barrientos Ruíz",Correo-e,Corrección en asignación del personal auditoria 238
Por favor pueden revisar éste correo que le llagó a una usuaria.,Correo-e,Factura. No Pagada (Segundo Aviso)
"No se puede ver la respuesta No 6 enviada por el ejecutor del gasto

Auditoría 267

Secretaría de Educación Pública

Usuario David González Espinoza

Teléfono 5554056339

Correo electrónico david.gonzaleze@nube.sep.gob.mx",Correo-e,No se puede ver la respuesta  No 6 enviada por el ejecutor del gasto
"Asistencia para el ingreso a Buzón Digital a colaboradores y Ejecutores del Gasto

Auditoria 73

Ente CONAVI

Usuaria Carla Cabrera

Teléfono 5591389991 Ext.420",Teléfono,Asistencia para el ingreso a colaboradoes y ejecutores del gasto
Envió los correo que no se reconocen de este buzón.,Correo-e,Correo no reconocidos
"Habilitación usuarios Auditoría73 CONAVI

Carla Cabrera y Enrique Santos Santos

Teléfono 5591389991 ext 420",Teléfono,Habilitación de usuarios auditoría 73 CONAVi
el usuario Maria Teresa Gonzalez Chavez no ingresa a su equipo 54773 con la contraseña que tiene,Teléfono,el usuario Maria Teresa Gonzalez Chavez no ingresa a su equipo
tiene intermitencia de red en la navegacion de internet en diferentes paginas ya que lo bota de mas mismas,Teléfono,tiene intermitencia en la navegacion de internet
Problemas conexión a la red.,Teléfono,Problemas conexión a la red
"Envío correo que trae un link diferente al del supuesto emisor, mismo que no abrí y anexo para su revisión.",Correo-e,revision de correo procedencia dudosa
no puede ingresar al equipo con su contraseña,Ventanilla,no puede ingresar al equipo con su contraseña
"Problemas de acceso CISCO FINESSE

para conectarnos a ext: 10301

ninguna persona de soporte se puede conectar",Teléfono,Problemas de acceso CISCO FINESSE
Fijación de contraseña,Teléfono,Fijación de contraseña
HOLA BUENAS TARDES DISCULPE NO FUNCIONA EL SISTEMA DE LIVELINK PARA EL REGISTRO CORRECTO,Correo-e,NO FUNCIONA EL SISTEMA DE LIVELINK PARA EL REGISTRO  CORRECTO
"No podía ver el signo de más en Transfer

Usuaria María Teresa Tapia Zavala

Auditoria 1123 Gobierno del Estado de Michoacán

Teléfono 4432411140 correo electrónico dir.atenciónauditorias@correo.michoacan.gob.mx",Teléfono,No podía ver el signo de más en Trasfer
problemas con la red en su equipo,Teléfono,problemas con la red en su equipo
el chrome le manda pantalla de bloqueo,Teléfono,el chrome le manda pantalla  de bloqueo
Se reporta que en el transferASF del Ente del BIENESTAR no se muestra la acción 2021-0-20100-19-0245-01-001 y la acción 2021-0-20100-19-0245-01-002 en el transferASF se muestra duplicada,Correo-e,Problemas de envío en el Transfer
Revisión equipo por lentitud 44718,Ventanilla,Revisión equipo 44718 por lentitud
Error al subir información al SIA,Teléfono,Error al subir información al SIA
Problemas ingreso a ICADEFIS,Teléfono,Problemas ingreso a ICADEFIS
problemas para compartir una carpeta en su equipo 45138,Teléfono,problemas para compartir una carpeta en su equipo
tiene problemas con el teams no entra,Ventanilla,tiene problemas con el teams no entra
Revisión posible Spam,Correo-e,Revisión posible Spam
Apoyo Reinstalación de Teams,Ventanilla,Apoyo reinstalación de Teams
"Reporta pantalla azul en equipo

inv: 54610",Ventanilla,Reporta pantalla azul en equipo
problemas con la apertura de links equipo 51556,Ventanilla,problemas con la apertura de links
"Solicito su amable apoyo, no tenemos sistema institucional Livelink",Correo-e,no hay livelink
Asesoría Telefónica,Teléfono,Asesoría telefónica
La usuaria refiere: El sistema me cierra todos los programas que tenga abiertos y sale un diálogo que dice que la conexión con ORA-12545 no existe,Correo-e,"Falla "" del equipo de computo 44828"
Instalación de Nitro 12.10,Ventanilla,Instalación Nitro 12.10
"Problemas de conexión de red

usuaria: Nancy Sesmas Medrano (secretaria técnica)

NODO: TR02-008D

MAC DE CISCO: 7802B17909BC

ICADEFIS

primer piso edificio A",Teléfono,Problemas de conexión de red
"Problemas de conexión de red

Área: Dirección General de Investigación
Ubicación: 1er. Piso edificio A, Sede Coyoacán

Nodo: TRO2-052V

Bloque de nodos en donde se encuentra el usuario que reporta",Teléfono,Problemas de conexión de red
"Falla de conexión de red inalámbrica, equipo 54348, ubicación P.B. Sede Coyoacán",Ventanilla,Falla de conexión red inalámbrica Sede Coyoacán
"Problemas con batería

Te remito solicitud del Compañero Conrado, a este día, si la desconecta, se apaga; es importanter mencionar, que este equipo es uno de los que se utiliza para el Informe de resultados.

Esta petición tiene carácter de URGENTE.",Correo-e,Problemas con batería
"Solicito apoyo urgente para que se revise el teléfono CISCO de la Lic. Ana Luisa Ramírez Hernández, Directora General de Auditoría de Desempeño a Gobierno y Finanzas, ya que no se puede utilizar, aparece la leyenda Configuración IP",Correo-e,revision de telefono CISCO de Ana Luisa Ramirez Hernandez  muestra leyenda Configuracion IP
"Por este conducto se solicita su valioso apoyo para que en el Sitio de Calidad de la Intranet institucional, en la sección de Comunicados SGC 2023,

se mantenga fijo el orden (de mayor a menor) numérico asignado a los comunicados, ya que los nuevos elementos adjuntados el día de hoy 19 de abril (comunicados 10 y 11) no mantiene el orden numérico.

Para mayor detalle de lo antes mencionado, se adjunta la imagen en la parte de abajo.",Correo-e,Se solicita apoyo para hacer adecuaciones al apartado de Comunicados SGC 2023 de la Intranet
Descomprimir Archivo RAR equipo 56299,Ventanilla,Descomprimir archivo RAR
Error en Internet Expolrer,Ventanilla,Error en Internet Explorer
no reconoce la contraseña,Ventanilla,no reconoce la contraseña
Reporta falla en sincronización con OneDrive,Teléfono,Reporta falla en sincronización con OneDrive
Reporta falla en conexión a GlobalProtect,Teléfono,Reporta falla en conexión a GlobalProect
Reporta falla en conexión a GlobalProtect,Teléfono,Reporta falla en conexión a GlobalProtect
"Me refiero al programa de trabajo de la auditoría 284 CP 2022; al respecto, podrían apoyarme con la verificación del sistema debido a que al poner peso automático y tratar de enviar el programa de trabajo a aprobación, me sale que el peso sobrepasa el 100%. La pantalla es la siguiente:",Correo-e,Apoyo para la verificación del % del peso de las tareas en los programas de trabajo
"Solicito su apoyo ya que no puedo conectarme a la red inalámbrica, me encuentro ubicado en el Edificio Coyoacán en la planta baja",Correo-e,no puedo conectarme a la red inalámbrica
"Buena tarde, agradeceré la revisión del equipo 46461 a resguardo de Valentín Gallegos Chávez (11017), debido a que no abre los archivos PDF.",Correo-e,revisión equipo 46461 problemas con el acrobat
Reporta falla en conexión a GlobalProtect,Teléfono,Reporta falla en conexión a GlobalProtect
Posbile virus equipo 39394,Ventanilla,Posbile virus equipo 39394
Reporta falla de conexión en GlobalProtect,Teléfono,Reporta falla de conexión en GlobalProtect
Reporta falla en conexión a GlobalProtect,Teléfono,Reporta falla en conexión a GlobalProtect
Instalación aplicaciones equipo 38781 Jorge Enrique Quiroz,Ventanilla,Instalación aplicaciones equipo 38781 Jorge Enrique Quiroz
Instalación PDF 24,Ventanilla,Instalación PDF24
Problema conexión correo electrónico equipo 51871,Ventanilla,Problema conexión correo electrónico equipo 51871
problemas con el acrobat Pro,Ventanilla,problemas con el acrobat Pro
no recibe correos,Ventanilla,no recibe correos
en el apartado de registro del sistema SCA manda pantalla de error,Teléfono,en el apartado de registro del sistema SCA manda pantalla de error
"Revisión de equipo por daños físicos

inv: 47024",Correo-e,Revisión de equipo
Por este medio se solicita su apoyo para que se le apoye a la usuaria Marcela Lopez Santiago ya que esta presentando problemas con su drive.,Correo-e,apoyo con el one drive
Apoyo instalación Nitro equipo 56496,Correo-e,Apoyo instalación Nitro  equipo 56496
Problemas conexión teams,Teléfono,Problemas conexión teams
Falla en conexión teams,Teléfono,Falla en conexión Teams
Revisión teclado equipo 51836 a nombre de María Luisa Diáz Ramón,Correo-e,Revisión teclado equipo 51836
No puede ingresar a un curso del INE,Correo-e,No  puede ingresar a un curso del INE
ampliacion de tamaño de correo electronico,Correo-e,ampliacion de tamaño de correo electronico
APOYO PARA VERIFICAR Y CORREGIR EL ACCESO QUE TENGO AUTORIZADO AL SCA,Correo-e,APOYO PARA VERIFICAR Y CORREGIR EL ACCESO QUE TENGO AUTORIZADO AL SCA
"Rehabilitación de usuarios de la Auditoría 66 CNVB

Erick Islas Martinez

RFC IAME 901121KL0

Juan Martín Buitrón

LOBJ670202MA0",Teléfono,Rehabilitación de usuarios de la Auditoría 66 CNVB
Problemas conexión Teams,Teléfono,Problemas en Teams
"Apoyo para habilitar el boulet de Informe Individual y el de solicitud de información preliminar.

Auditoría 245",Correo-e,Apoyo para habilitar el boulet de Informe Individual y el de solicitud de información preliminar
problemas con el one drive,Ventanilla,problemas con el one drive
Problemas para ingresar al Buzón Digital y al Transfer auditoria 127,Correo-e,Problemas para ingresar al Buzón Digital y al Transfer auditoria 127
Problemas descarga de información auditoría 1639 Gobierno del estado de Sinaloa,Teléfono,Problemas descarga de información auditoría 1639
problemas con el perfil del equipo,Teléfono,problemas con el perfil del equipo
no tiene internet,Teléfono,no tiene internet
"Buenos días, continuo con el problema reportado. El no me permite usar Acrobat ya que me carca error interno como se muestra a continuación, por lo consiguiente requiero de su apoyo para solucionar el problema y estar en posibilidades de continuar con mis actividades diarias.",Correo-e,error en acrobat
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico; se solicita de su apoyo para que por favor se revise el equipo y la conexión a internet de la siguiente persona, ya que no tiene acceso a ninguna página:

Núm. Inventario

Descripción

Empleado

Nombre

38250

COMPUTADORA PORTATIL CON PROCESADOR CORE I7 DE DOS NUCLEOS CON TURBO BOOST HASTA 3.3 GHZ , 8GB EN RAM DD 500 GB MARCA DELL MOD LATITUDE E5540 SERIE CPU: CGW8P12 MOUSE: CN0356WK7382646403DI

8577

RESGUARDANTE

Miriam Castañeda González

USUARIO

Briam Vasquez Diego",Correo-e,revise el equipo y la conexión a internet  38250
revisar equipo de Jorge Enrique Qiuiroz Soria se pasma constantemente y hay que cerrar todos los archivos p,Correo-e,revisar equipo se pasma
"Por este conducto me permito requerir su apoyo, a efecto de revisar el equipo de la Subdirectora de Área, Alicia Merari García Zamorano, toda vez que, su equipo no prende.",Correo-e,"Por este conducto me permito requerir su apoyo, a efecto de revisar el equipo de la Subdirectora de Área, Alicia Merari García Zamorano, toda vez que, su equipo no prende."
Reinstalación de Nitro equipo 56598 a nombre de Juan Carlos Herrera Ortega,Correo-e,Reinstalación de Nitro equipo 56598
Autentificación en office 365,Ventanilla,Autentificación en office 365
Instalación Adobe equipo 54312,Correo-e,Instalación Adobe equipo 54312
"Actualización Windows 8,9 y 10 equipo 39241",Ventanilla,"Actualización Windows 8,9 y 10 equipo 39241"
